,id,title,revenue,budget,revenue_per_budget,genres,production_companies,yearmonthday,yearmonth,year
92,257445,Goosebumps,158261424,58000000,2.7286452413793105,"Adventure, Horror, Comedy",Scholastic Entertainment,20150805,201508,2015
92,257445,Goosebumps,158261424,58000000,2.7286452413793105,"Adventure, Horror, Comedy",Columbia Pictures,20150805,201508,2015
92,257445,Goosebumps,158261424,58000000,2.7286452413793105,"Adventure, Horror, Comedy",Village Roadshow Pictures,20150805,201508,2015
92,257445,Goosebumps,158261424,58000000,2.7286452413793105,"Adventure, Horror, Comedy",Sony Pictures Animation,20150805,201508,2015
93,365222,Ip Man 3,157000000,36000000,4.361111111111111,"Action, Drama, History",Dreams Salon Entertainment Culture,20151224,201512,2015
93,365222,Ip Man 3,157000000,36000000,4.361111111111111,"Action, Drama, History",Pegasus Motion Pictures,20151224,201512,2015
93,365222,Ip Man 3,157000000,36000000,4.361111111111111,"Action, Drama, History",Starbright Communications,20151224,201512,2015
93,365222,Ip Man 3,157000000,36000000,4.361111111111111,"Action, Drama, History",Golden Harvest Company,20151224,201512,2015
93,365222,Ip Man 3,157000000,36000000,4.361111111111111,"Action, Drama, History",Henan Film & TV Production Group,20151224,201512,2015
93,365222,Ip Man 3,157000000,36000000,4.361111111111111,"Action, Drama, History",My Pictures Studio,20151224,201512,2015
94,273248,The Hateful Eight,155760117,44000000,3.5400026590909093,"Drama, Mystery, Western",The Weinstein Company,20151225,201512,2015
94,273248,The Hateful Eight,155760117,44000000,3.5400026590909093,"Drama, Mystery, Western",Double Feature Films,20151225,201512,2015
94,273248,The Hateful Eight,155760117,44000000,3.5400026590909093,"Drama, Mystery, Western",FilmColony,20151225,201512,2015
95,256591,Focus,153962963,50100000,3.0731130339321355,"Romance, Comedy, Crime",K & S Films,20150225,201502,2015
95,256591,Focus,153962963,50100000,3.0731130339321355,"Romance, Comedy, Crime",RatPac Entertainment,20150225,201502,2015
95,256591,Focus,153962963,50100000,3.0731130339321355,"Romance, Comedy, Crime",Zaftig Films,20150225,201502,2015
95,256591,Focus,153962963,50100000,3.0731130339321355,"Romance, Comedy, Crime",Warner Bros. Pictures,20150225,201502,2015
95,256591,Focus,153962963,50100000,3.0731130339321355,"Romance, Comedy, Crime",Di Novi Pictures,20150225,201502,2015
96,351694,Monkey King: Hero Is Back,153000000,10000000,15.3,"Fantasy, Animation, Comedy",Hengdian Chinese Film Production Co.,20150710,201507,2015
96,351694,Monkey King: Hero Is Back,153000000,10000000,15.3,"Fantasy, Animation, Comedy",Beijing Weiying Shidai Technology (WePiao),20150710,201507,2015
96,351694,Monkey King: Hero Is Back,153000000,10000000,15.3,"Fantasy, Animation, Comedy",October Media,20150710,201507,2015
96,351694,Monkey King: Hero Is Back,153000000,10000000,15.3,"Fantasy, Animation, Comedy",October Animation Studio,20150710,201507,2015
96,351694,Monkey King: Hero Is Back,153000000,10000000,15.3,"Fantasy, Animation, Comedy",S&C Pictures,20150710,201507,2015
96,351694,Monkey King: Hero Is Back,153000000,10000000,15.3,"Fantasy, Animation, Comedy",Shandong Film & TV Group,20150710,201507,2015
96,351694,Monkey King: Hero Is Back,153000000,10000000,15.3,"Fantasy, Animation, Comedy",BIGBIGSUN,20150710,201507,2015
96,351694,Monkey King: Hero Is Back,153000000,10000000,15.3,"Fantasy, Animation, Comedy",MAX DREAM,20150710,201507,2015
97,348892,Bajrangi Bhaijaan,150000000,13000000,11.538461538461538,"Comedy, Drama, Action",Rockline Entertainments,20150717,201507,2015
97,348892,Bajrangi Bhaijaan,150000000,13000000,11.538461538461538,"Comedy, Drama, Action",Kabir Khan Films,20150717,201507,2015
97,348892,Bajrangi Bhaijaan,150000000,13000000,11.538461538461538,"Comedy, Drama, Action",Salman Khan Films,20150717,201507,2015
98,274854,The Last Witch Hunter,146936910,90000000,1.6326323333333332,"Action, Adventure, Fantasy",NeoReel,20151021,201510,2015
98,274854,The Last Witch Hunter,146936910,90000000,1.6326323333333332,"Action, Adventure, Fantasy",Summit Entertainment,20151021,201510,2015
98,274854,The Last Witch Hunter,146936910,90000000,1.6326323333333332,"Action, Adventure, Fantasy",Atmosphere Entertainment MM,20151021,201510,2015
98,274854,The Last Witch Hunter,146936910,90000000,1.6326323333333332,"Action, Adventure, Fantasy",Goldmann Pictures,20151021,201510,2015
98,274854,The Last Witch Hunter,146936910,90000000,1.6326323333333332,"Action, Adventure, Fantasy",Aperture Entertainment,20151021,201510,2015
98,274854,The Last Witch Hunter,146936910,90000000,1.6326323333333332,"Action, Adventure, Fantasy",TIK Films,20151021,201510,2015
98,274854,The Last Witch Hunter,146936910,90000000,1.6326323333333332,"Action, Adventure, Fantasy",One Race,20151021,201510,2015
98,274854,The Last Witch Hunter,146936910,90000000,1.6326323333333332,"Action, Adventure, Fantasy",Lionsgate,20151021,201510,2015
99,271718,Trainwreck,140795793,35000000,4.022736942857143,"Comedy, Romance",Apatow Productions,20150717,201507,2015
99,271718,Trainwreck,140795793,35000000,4.022736942857143,"Comedy, Romance",Universal Pictures,20150717,201507,2015
100,271110,Captain America: Civil War,1155046416,250000000,4.620185664,"Adventure, Action, Science Fiction",Marvel Studios,20160427,201604,2016
101,330459,Rogue One: A Star Wars Story,1056057273,200000000,5.280286365,"Action, Adventure, Science Fiction",Lucasfilm Ltd.,20161214,201612,2016
102,127380,Finding Dory,1029266989,200000000,5.146334945,"Adventure, Animation, Comedy, Family",Pixar,20160616,201606,2016
103,269149,Zootopia,1025521689,150000000,6.83681126,"Animation, Adventure, Family, Comedy",Walt Disney Animation Studios,20160211,201602,2016
104,278927,The Jungle Book,966550600,175000000,5.523146285714286,"Family, Adventure, Drama, Fantasy",Walt Disney Pictures,20160407,201604,2016
104,278927,The Jungle Book,966550600,175000000,5.523146285714286,"Family, Adventure, Drama, Fantasy",Fairview Entertainment,20160407,201604,2016
104,278927,The Jungle Book,966550600,175000000,5.523146285714286,"Family, Adventure, Drama, Fantasy",Moving Picture Company,20160407,201604,2016
105,328111,The Secret Life of Pets,875457937,75000000,11.672772493333333,"Family, Comedy, Adventure, Animation",Illumination,20160618,201606,2016
105,328111,The Secret Life of Pets,875457937,75000000,11.672772493333333,"Family, Comedy, Adventure, Animation",Universal Pictures,20160618,201606,2016
106,209112,Batman v Superman: Dawn of Justice,874362803,250000000,3.497451212,"Action, Adventure, Fantasy",Warner Bros. Pictures,20160323,201603,2016
106,209112,Batman v Superman: Dawn of Justice,874362803,250000000,3.497451212,"Action, Adventure, Fantasy",RatPac Entertainment,20160323,201603,2016
106,209112,Batman v Superman: Dawn of Justice,874362803,250000000,3.497451212,"Action, Adventure, Fantasy",Atlas Entertainment,20160323,201603,2016
106,209112,Batman v Superman: Dawn of Justice,874362803,250000000,3.497451212,"Action, Adventure, Fantasy",DC Entertainment,20160323,201603,2016
106,209112,Batman v Superman: Dawn of Justice,874362803,250000000,3.497451212,"Action, Adventure, Fantasy",Cruel & Unusual Films,20160323,201603,2016
107,259316,Fantastic Beasts and Where to Find Them,809342332,180000000,4.496346288888889,"Fantasy, Adventure",Heyday Films,20161116,201611,2016
107,259316,Fantastic Beasts and Where to Find Them,809342332,180000000,4.496346288888889,"Fantasy, Adventure",Warner Bros. Pictures,20161116,201611,2016
108,293660,Deadpool,782837347,58000000,13.497195637931034,"Action, Adventure, Comedy",20th Century Fox,20160209,201602,2016
108,293660,Deadpool,782837347,58000000,13.497195637931034,"Action, Adventure, Comedy",The Donners' Company,20160209,201602,2016
108,293660,Deadpool,782837347,58000000,13.497195637931034,"Action, Adventure, Comedy",Genre Films,20160209,201602,2016
108,293660,Deadpool,782837347,58000000,13.497195637931034,"Action, Adventure, Comedy",Marvel Entertainment,20160209,201602,2016
109,297761,Suicide Squad,749200054,175000000,4.281143165714286,"Action, Adventure, Fantasy",Warner Bros. Pictures,20160803,201608,2016
109,297761,Suicide Squad,749200054,175000000,4.281143165714286,"Action, Adventure, Fantasy",RatPac Entertainment,20160803,201608,2016
109,297761,Suicide Squad,749200054,175000000,4.281143165714286,"Action, Adventure, Fantasy",DC Films,20160803,201608,2016
109,297761,Suicide Squad,749200054,175000000,4.281143165714286,"Action, Adventure, Fantasy",Atlas Entertainment,20160803,201608,2016
110,277834,Moana,690860472,150000000,4.60573648,"Adventure, Comedy, Family, Animation",Walt Disney Animation Studios,20161013,201610,2016
111,284052,Doctor Strange,676343174,180000000,3.757462077777778,"Fantasy, Adventure, Action",Marvel Studios,20161025,201610,2016
112,335797,Sing,634151679,75000000,8.45535572,"Family, Comedy, Music, Animation",Illumination,20161123,201611,2016
113,381890,The Mermaid,553810228,60720000,9.120721805006587,"Comedy, Fantasy, Romance",China Film Group Corporation,20160208,201602,2016
113,381890,The Mermaid,553810228,60720000,9.120721805006587,"Comedy, Fantasy, Romance",Alpha Pictures,20160208,201602,2016
113,381890,The Mermaid,553810228,60720000,9.120721805006587,"Comedy, Fantasy, Romance",Star Overseas,20160208,201602,2016
113,381890,The Mermaid,553810228,60720000,9.120721805006587,"Comedy, Fantasy, Romance",Shanghai New Culture Media Group Co Ltd,20160208,201602,2016
113,381890,The Mermaid,553810228,60720000,9.120721805006587,"Comedy, Fantasy, Romance",Beijing Enlight Pictures,20160208,201602,2016
114,246655,X-Men: Apocalypse,543934787,178000000,3.0558134101123597,"Action, Adventure, Science Fiction, Fantasy",The Donners' Company,20160518,201605,2016
114,246655,X-Men: Apocalypse,543934787,178000000,3.0558134101123597,"Action, Adventure, Science Fiction, Fantasy",Bad Hat Harry Productions,20160518,201605,2016
114,246655,X-Men: Apocalypse,543934787,178000000,3.0558134101123597,"Action, Adventure, Science Fiction, Fantasy",Genre Films,20160518,201605,2016
114,246655,X-Men: Apocalypse,543934787,178000000,3.0558134101123597,"Action, Adventure, Science Fiction, Fantasy",Hutch Parker Entertainment,20160518,201605,2016
114,246655,X-Men: Apocalypse,543934787,178000000,3.0558134101123597,"Action, Adventure, Science Fiction, Fantasy",20th Century Fox,20160518,201605,2016
114,246655,X-Men: Apocalypse,543934787,178000000,3.0558134101123597,"Action, Adventure, Science Fiction, Fantasy",Marvel Entertainment,20160518,201605,2016
114,246655,X-Men: Apocalypse,543934787,178000000,3.0558134101123597,"Action, Adventure, Science Fiction, Fantasy",TSG Entertainment,20160518,201605,2016
115,140300,Kung Fu Panda 3,521170825,145000000,3.594281551724138,"Animation, Action, Adventure, Comedy, Family",DreamWorks Animation,20160123,201601,2016
115,140300,Kung Fu Panda 3,521170825,145000000,3.594281551724138,"Animation, Action, Adventure, Comedy, Family",China Film Group Corporation,20160123,201601,2016
115,140300,Kung Fu Panda 3,521170825,145000000,3.594281551724138,"Animation, Action, Adventure, Comedy, Family",Oriental DreamWorks,20160123,201601,2016
115,140300,Kung Fu Panda 3,521170825,145000000,3.594281551724138,"Animation, Action, Adventure, Comedy, Family",Zhong Ming You Ying Film,20160123,201601,2016
116,313369,La La Land,509183536,30000000,16.972784533333332,"Comedy, Drama, Romance, Music",Summit Entertainment,20161201,201612,2016
116,313369,La La Land,509183536,30000000,16.972784533333332,"Comedy, Drama, Romance, Music",Gilbert Films,20161201,201612,2016
116,313369,La La Land,509183536,30000000,16.972784533333332,"Comedy, Drama, Romance, Music",Impostor Pictures,20161201,201612,2016
116,313369,La La Land,509183536,30000000,16.972784533333332,"Comedy, Drama, Romance, Music",Marc Platt Productions,20161201,201612,2016
117,68735,Warcraft,433677183,160000000,2.71048239375,"Action, Adventure, Fantasy",Legendary Pictures,20160525,201605,2016
117,68735,Warcraft,433677183,160000000,2.71048239375,"Action, Adventure, Fantasy",Atlas Entertainment,20160525,201605,2016
117,68735,Warcraft,433677183,160000000,2.71048239375,"Action, Adventure, Fantasy",Blizzard Entertainment,20160525,201605,2016
117,68735,Warcraft,433677183,160000000,2.71048239375,"Action, Adventure, Fantasy",Tencent Pictures,20160525,201605,2016
117,68735,Warcraft,433677183,160000000,2.71048239375,"Action, Adventure, Fantasy",Huayi Brothers Pictures,20160525,201605,2016
117,68735,Warcraft,433677183,160000000,2.71048239375,"Action, Adventure, Fantasy",Taihe Entertainment,20160525,201605,2016
117,68735,Warcraft,433677183,160000000,2.71048239375,"Action, Adventure, Fantasy",China Film Group Corporation,20160525,201605,2016
117,68735,Warcraft,433677183,160000000,2.71048239375,"Action, Adventure, Fantasy",Media Corporation,20160525,201605,2016
117,68735,Warcraft,433677183,160000000,2.71048239375,"Action, Adventure, Fantasy",Taurus Film,20160525,201605,2016
117,68735,Warcraft,433677183,160000000,2.71048239375,"Action, Adventure, Fantasy",Universal Pictures,20160525,201605,2016
118,324668,Jason Bourne,415484914,120000000,3.4623742833333333,"Action, Adventure, Thriller",The Kennedy/Marshall Company,20160727,201607,2016
118,324668,Jason Bourne,415484914,120000000,3.4623742833333333,"Action, Adventure, Thriller",Captivate Entertainment,20160727,201607,2016
118,324668,Jason Bourne,415484914,120000000,3.4623742833333333,"Action, Adventure, Thriller",Pearl Street Films,20160727,201607,2016
118,324668,Jason Bourne,415484914,120000000,3.4623742833333333,"Action, Adventure, Thriller",Perfect World Pictures,20160727,201607,2016
119,278154,Ice Age: Collision Course,408579038,105000000,3.891228933333333,"Adventure, Animation, Family, Comedy, Science Fiction",Blue Sky Studios,20160623,201606,2016
119,278154,Ice Age: Collision Course,408579038,105000000,3.891228933333333,"Adventure, Animation, Family, Comedy, Science Fiction",20th Century Fox Animation,20160623,201606,2016
119,278154,Ice Age: Collision Course,408579038,105000000,3.891228933333333,"Adventure, Animation, Family, Comedy, Science Fiction",20th Century Fox,20160623,201606,2016
120,47933,Independence Day: Resurgence,389681935,165000000,2.3617086969696968,"Action, Adventure, Science Fiction",20th Century Fox,20160622,201606,2016
120,47933,Independence Day: Resurgence,389681935,165000000,2.3617086969696968,"Action, Adventure, Science Fiction",TSG Entertainment,20160622,201606,2016
120,47933,Independence Day: Resurgence,389681935,165000000,2.3617086969696968,"Action, Adventure, Science Fiction",Centropolis Entertainment,20160622,201606,2016
120,47933,Independence Day: Resurgence,389681935,165000000,2.3617086969696968,"Action, Adventure, Science Fiction",Stereo D,20160622,201606,2016
121,372058,Your Name.,358000000,3331232,107.46774766812999,"Animation, Romance, Drama",CoMix Wave Films,20160826,201608,2016
121,372058,Your Name.,358000000,3331232,107.46774766812999,"Animation, Romance, Drama",TOHO,20160826,201608,2016
121,372058,Your Name.,358000000,3331232,107.46774766812999,"Animation, Romance, Drama",KADOKAWA,20160826,201608,2016
121,372058,Your Name.,358000000,3331232,107.46774766812999,"Animation, Romance, Drama",jeki,20160826,201608,2016
121,372058,Your Name.,358000000,3331232,107.46774766812999,"Animation, Romance, Drama",AMUSE,20160826,201608,2016
121,372058,Your Name.,358000000,3331232,107.46774766812999,"Animation, Romance, Drama",voque ting,20160826,201608,2016
121,372058,Your Name.,358000000,3331232,107.46774766812999,"Animation, Romance, Drama",Lawson Entertainment,20160826,201608,2016
122,258489,The Legend of Tarzan,356743061,180000000,1.9819058944444445,"Fantasy, Action, Adventure",Village Roadshow Pictures,20160629,201606,2016
122,258489,The Legend of Tarzan,356743061,180000000,1.9819058944444445,"Fantasy, Action, Adventure",Dark Horse Entertainment,20160629,201606,2016
122,258489,The Legend of Tarzan,356743061,180000000,1.9819058944444445,"Fantasy, Action, Adventure",Beagle Pug Films,20160629,201606,2016
122,258489,The Legend of Tarzan,356743061,180000000,1.9819058944444445,"Fantasy, Action, Adventure",Jerry Weintraub Productions,20160629,201606,2016
122,258489,The Legend of Tarzan,356743061,180000000,1.9819058944444445,"Fantasy, Action, Adventure",RatPac Entertainment,20160629,201606,2016
122,258489,The Legend of Tarzan,356743061,180000000,1.9819058944444445,"Fantasy, Action, Adventure",Riche Productions,20160629,201606,2016
122,258489,The Legend of Tarzan,356743061,180000000,1.9819058944444445,"Fantasy, Action, Adventure",Warner Bros. Pictures,20160629,201606,2016
123,153518,The Angry Birds Movie,349779543,73000000,4.791500589041096,"Animation, Adventure, Comedy, Family",Columbia Pictures,20160511,201605,2016
123,153518,The Angry Birds Movie,349779543,73000000,4.791500589041096,"Animation, Adventure, Comedy, Family",Rovio Entertainment,20160511,201605,2016
123,153518,The Angry Birds Movie,349779543,73000000,4.791500589041096,"Animation, Adventure, Comedy, Family",Rovio Animation,20160511,201605,2016
124,136799,Trolls,347337803,125000000,2.778702424,"Family, Animation, Fantasy, Adventure, Comedy, Music",DreamWorks Animation,20161013,201610,2016
125,188927,Star Trek Beyond,343471816,185000000,1.8566044108108108,"Action, Adventure, Science Fiction",Skydance Media,20160707,201607,2016
125,188927,Star Trek Beyond,343471816,185000000,1.8566044108108108,"Action, Adventure, Science Fiction",Paramount Pictures,20160707,201607,2016
125,188927,Star Trek Beyond,343471816,185000000,1.8566044108108108,"Action, Adventure, Science Fiction",Bad Robot,20160707,201607,2016
125,188927,Star Trek Beyond,343471816,185000000,1.8566044108108108,"Action, Adventure, Science Fiction",Perfect Storm Entertainment,20160707,201607,2016
125,188927,Star Trek Beyond,343471816,185000000,1.8566044108108108,"Action, Adventure, Science Fiction",Sneaky Shark,20160707,201607,2016
126,291805,Now You See Me 2,334897606,120000000,2.7908133833333335,"Thriller, Crime",Summit Entertainment,20160602,201606,2016
126,291805,Now You See Me 2,334897606,120000000,2.7908133833333335,"Thriller, Crime",K/O Paper Products,20160602,201606,2016
126,291805,Now You See Me 2,334897606,120000000,2.7908133833333335,"Thriller, Crime",TIK Films,20160602,201606,2016
126,291805,Now You See Me 2,334897606,120000000,2.7908133833333335,"Thriller, Crime",Lionsgate,20160602,201606,2016
127,311324,The Great Wall,331957105,150000000,2.213047366666667,"Action, Adventure, Fantasy",Universal Pictures,20161216,201612,2016
127,311324,The Great Wall,331957105,150000000,2.213047366666667,"Action, Adventure, Fantasy",Atlas Entertainment,20161216,201612,2016
127,311324,The Great Wall,331957105,150000000,2.213047366666667,"Action, Adventure, Fantasy",Le Vision Pictures,20161216,201612,2016
127,311324,The Great Wall,331957105,150000000,2.213047366666667,"Action, Adventure, Fantasy",China Film Group Corporation,20161216,201612,2016
127,311324,The Great Wall,331957105,150000000,2.213047366666667,"Action, Adventure, Fantasy",Legendary Pictures,20161216,201612,2016
127,311324,The Great Wall,331957105,150000000,2.213047366666667,"Action, Adventure, Fantasy",Legendary East,20161216,201612,2016
128,259693,The Conjuring 2,322819915,40000000,8.070497875,Horror,New Line Cinema,20160608,201606,2016
128,259693,The Conjuring 2,322819915,40000000,8.070497875,Horror,The Safran Company,20160608,201606,2016
128,259693,The Conjuring 2,322819915,40000000,8.070497875,Horror,Atomic Monster,20160608,201606,2016
128,259693,The Conjuring 2,322819915,40000000,8.070497875,Horror,RatPac Entertainment,20160608,201606,2016
129,173897,Resident Evil: The Final Chapter,312242626,40000000,7.80606565,"Action, Horror, Science Fiction",Screen Gems,20161223,201612,2016
129,173897,Resident Evil: The Final Chapter,312242626,40000000,7.80606565,"Action, Horror, Science Fiction",Constantin Film,20161223,201612,2016
129,173897,Resident Evil: The Final Chapter,312242626,40000000,7.80606565,"Action, Horror, Science Fiction",Impact Pictures,20161223,201612,2016
129,173897,Resident Evil: The Final Chapter,312242626,40000000,7.80606565,"Action, Horror, Science Fiction",Davis Films,20161223,201612,2016
130,360814,Dangal,311000000,10400000,29.903846153846153,"Drama, Family, Comedy",Aamir Khan Productions,20161221,201612,2016
130,360814,Dangal,311000000,10400000,29.903846153846153,"Drama, Family, Comedy",UTV Motion Pictures,20161221,201612,2016
130,360814,Dangal,311000000,10400000,29.903846153846153,"Drama, Family, Comedy",Disney World Cinema,20161221,201612,2016
131,274870,Passengers,303144152,110000000,2.7558559272727274,"Drama, Romance, Science Fiction",Columbia Pictures,20161221,201612,2016
131,274870,Passengers,303144152,110000000,2.7558559272727274,"Drama, Romance, Science Fiction",Village Roadshow Pictures,20161221,201612,2016
131,274870,Passengers,303144152,110000000,2.7558559272727274,"Drama, Romance, Science Fiction",Original Film,20161221,201612,2016
131,274870,Passengers,303144152,110000000,2.7558559272727274,"Drama, Romance, Science Fiction",Company Films,20161221,201612,2016
131,274870,Passengers,303144152,110000000,2.7558559272727274,"Drama, Romance, Science Fiction",Start Motion Pictures,20161221,201612,2016
131,274870,Passengers,303144152,110000000,2.7558559272727274,"Drama, Romance, Science Fiction",LStar Capital,20161221,201612,2016
131,274870,Passengers,303144152,110000000,2.7558559272727274,"Drama, Romance, Science Fiction",Wanda Pictures,20161221,201612,2016
132,241259,Alice Through the Looking Glass,299457024,170000000,1.761511905882353,"Adventure, Family, Fantasy",Legend3D,20160525,201605,2016
132,241259,Alice Through the Looking Glass,299457024,170000000,1.761511905882353,"Adventure, Family, Fantasy",Walt Disney Pictures,20160525,201605,2016
132,241259,Alice Through the Looking Glass,299457024,170000000,1.761511905882353,"Adventure, Family, Fantasy",Roth Films,20160525,201605,2016
132,241259,Alice Through the Looking Glass,299457024,170000000,1.761511905882353,"Adventure, Family, Fantasy",Team Todd,20160525,201605,2016
132,241259,Alice Through the Looking Glass,299457024,170000000,1.761511905882353,"Adventure, Family, Fantasy",Tim Burton Productions,20160525,201605,2016
133,283366,Miss Peregrine's Home for Peculiar Children,296482446,110000000,2.6952949636363637,"Fantasy, Adventure, Drama, Family, Thriller",Chernin Entertainment,20160927,201609,2016
133,283366,Miss Peregrine's Home for Peculiar Children,296482446,110000000,2.6952949636363637,"Fantasy, Adventure, Drama, Family, Thriller",Tim Burton Productions,20160927,201609,2016
133,283366,Miss Peregrine's Home for Peculiar Children,296482446,110000000,2.6952949636363637,"Fantasy, Adventure, Drama, Family, Thriller",TSG Entertainment,20160927,201609,2016
133,283366,Miss Peregrine's Home for Peculiar Children,296482446,110000000,2.6952949636363637,"Fantasy, Adventure, Drama, Family, Thriller",20th Century Fox,20160927,201609,2016
134,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848,135000000,1.8194359111111111,"Action, Adventure, Comedy, Family, Science Fiction",5150 Action,20160601,201606,2016
134,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848,135000000,1.8194359111111111,"Action, Adventure, Comedy, Family, Science Fiction",Paramount Pictures,20160601,201606,2016
134,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848,135000000,1.8194359111111111,"Action, Adventure, Comedy, Family, Science Fiction",Nickelodeon Movies,20160601,201606,2016
134,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848,135000000,1.8194359111111111,"Action, Adventure, Comedy, Family, Science Fiction",Platinum Dunes,20160601,201606,2016
134,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848,135000000,1.8194359111111111,"Action, Adventure, Comedy, Family, Science Fiction",Gama Entertainment Partners,20160601,201606,2016
135,363676,Sully,240800000,60000000,4.013333333333334,"Drama, History",Warner Bros. Pictures,20160907,201609,2016
135,363676,Sully,240800000,60000000,4.013333333333334,"Drama, History",Malpaso Productions,20160907,201609,2016
135,363676,Sully,240800000,60000000,4.013333333333334,"Drama, History",RatPac Entertainment,20160907,201609,2016
135,363676,Sully,240800000,60000000,4.013333333333334,"Drama, History",Flashlight Films,20160907,201609,2016
135,363676,Sully,240800000,60000000,4.013333333333334,"Drama, History",The Kennedy/Marshall Company,20160907,201609,2016
135,363676,Sully,240800000,60000000,4.013333333333334,"Drama, History",Village Roadshow Pictures,20160907,201609,2016
136,121856,Assassin's Creed,240700000,125000000,1.9256,"Action, Adventure, Science Fiction",New Regency Pictures,20161221,201612,2016
136,121856,Assassin's Creed,240700000,125000000,1.9256,"Action, Adventure, Science Fiction",The Kennedy/Marshall Company,20161221,201612,2016
136,121856,Assassin's Creed,240700000,125000000,1.9256,"Action, Adventure, Science Fiction",Ubisoft Film & Television,20161221,201612,2016
136,121856,Assassin's Creed,240700000,125000000,1.9256,"Action, Adventure, Science Fiction",DMC Film,20161221,201612,2016
137,381284,Hidden Figures,235957472,25000000,9.43829888,"Drama, History",Fox 2000 Pictures,20161210,201612,2016
137,381284,Hidden Figures,235957472,25000000,9.43829888,"Drama, History",Levantine Films,20161210,201612,2016
137,381284,Hidden Figures,235957472,25000000,9.43829888,"Drama, History",Chernin Entertainment,20161210,201612,2016
138,43074,Ghostbusters,229147509,144000000,1.5913021458333334,"Action, Fantasy, Comedy",Ghost Corps,20160714,201607,2016
138,43074,Ghostbusters,229147509,144000000,1.5913021458333334,"Action, Fantasy, Comedy",Columbia Pictures,20160714,201607,2016
138,43074,Ghostbusters,229147509,144000000,1.5913021458333334,"Action, Fantasy, Comedy",Village Roadshow Pictures,20160714,201607,2016
138,43074,Ghostbusters,229147509,144000000,1.5913021458333334,"Action, Fantasy, Comedy",LStar Capital,20160714,201607,2016
138,43074,Ghostbusters,229147509,144000000,1.5913021458333334,"Action, Fantasy, Comedy",Feigco Entertainment,20160714,201607,2016
138,43074,Ghostbusters,229147509,144000000,1.5913021458333334,"Action, Fantasy, Comedy",Pascal Pictures,20160714,201607,2016
138,43074,Ghostbusters,229147509,144000000,1.5913021458333334,"Action, Fantasy, Comedy",The Montecito Picture Company,20160714,201607,2016
139,207932,Inferno,220021259,75000000,2.9336167866666667,"Mystery, Thriller, Action",Columbia Pictures,20161013,201610,2016
139,207932,Inferno,220021259,75000000,2.9336167866666667,"Mystery, Thriller, Action",Imagine Entertainment,20161013,201610,2016
140,302699,Central Intelligence,216972543,50000000,4.33945086,"Action, Comedy",New Line Cinema,20160615,201606,2016
140,302699,Central Intelligence,216972543,50000000,4.33945086,"Action, Comedy",Bluegrass Films,20160615,201606,2016
140,302699,Central Intelligence,216972543,50000000,4.33945086,"Action, Comedy",RatPac Entertainment,20160615,201606,2016
140,302699,Central Intelligence,216972543,50000000,4.33945086,"Action, Comedy",Principato-Young Entertainment,20160615,201606,2016
140,302699,Central Intelligence,216972543,50000000,4.33945086,"Action, Comedy",Perfect World Pictures,20160615,201606,2016
141,95610,Bridget Jones's Baby,211952420,35000000,6.055783428571429,"Drama, Comedy, Romance",StudioCanal,20160914,201609,2016
141,95610,Bridget Jones's Baby,211952420,35000000,6.055783428571429,"Drama, Comedy, Romance",Working Title Films,20160914,201609,2016
142,296096,Me Before You,207945075,20000000,10.39725375,"Drama, Romance",New Line Cinema,20160601,201606,2016
142,296096,Me Before You,207945075,20000000,10.39725375,"Drama, Romance",Sunswept Entertainment,20160601,201606,2016
142,296096,Me Before You,207945075,20000000,10.39725375,"Drama, Romance",Metro-Goldwyn-Mayer,20160601,201606,2016
143,267860,London Has Fallen,205754447,60000000,3.4292407833333334,"Action, Thriller",Millennium Media,20160302,201603,2016
143,267860,London Has Fallen,205754447,60000000,3.4292407833333334,"Action, Thriller",Gramercy Pictures,20160302,201603,2016
143,267860,London Has Fallen,205754447,60000000,3.4292407833333334,"Action, Thriller",G-BASE,20160302,201603,2016
143,267860,London Has Fallen,205754447,60000000,3.4292407833333334,"Action, Thriller",LHF Film,20160302,201603,2016
143,267860,London Has Fallen,205754447,60000000,3.4292407833333334,"Action, Thriller",Nu Boyana Film Studios,20160302,201603,2016
144,329865,Arrival,203388186,47000000,4.327408212765958,"Drama, Science Fiction, Mystery",FilmNation Entertainment,20161110,201611,2016
144,329865,Arrival,203388186,47000000,4.327408212765958,"Drama, Science Fiction, Mystery",Lava Bear Films,20161110,201611,2016
144,329865,Arrival,203388186,47000000,4.327408212765958,"Drama, Science Fiction, Mystery",21 Laps Entertainment,20161110,201611,2016
145,267935,The BFG,195243411,140000000,1.3945957928571429,"Adventure, Family, Fantasy",Walt Disney Pictures,20160601,201606,2016
145,267935,The BFG,195243411,140000000,1.3945957928571429,"Adventure, Family, Fantasy",Amblin Entertainment,20160601,201606,2016
145,267935,The BFG,195243411,140000000,1.3945957928571429,"Adventure, Family, Fantasy",Reliance Entertainment,20160601,201606,2016
145,267935,The BFG,195243411,140000000,1.3945957928571429,"Adventure, Family, Fantasy",Walden Media,20160601,201606,2016
