,id,title,revenue,budget,revenue_per_budget,genres,production_companies,yearmonthday,yearmonth,year
294,431693,Spies in Disguise,171616764,100000000,1.71616764,Comedy,"Chernin Entertainment, Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",20191204,201912,2019
294,431693,Spies in Disguise,171616764,100000000,1.71616764,Family,"Chernin Entertainment, Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",20191204,201912,2019
295,504608,Rocketman,167300000,40000000,4.1825,Music,"Paramount Pictures, New Republic Pictures, Marv, Rocket Pictures, Lawrence Bender Productions",20190517,201905,2019
295,504608,Rocketman,167300000,40000000,4.1825,Drama,"Paramount Pictures, New Republic Pictures, Marv, Rocket Pictures, Lawrence Bender Productions",20190517,201905,2019
296,540901,Hustlers,157563598,20000000,7.8781799,Drama,"STXfilms, Gloria Sanchez Productions, Nuyorican Productions",20190912,201909,2019
296,540901,Hustlers,157563598,20000000,7.8781799,Comedy,"STXfilms, Gloria Sanchez Productions, Nuyorican Productions",20190912,201909,2019
296,540901,Hustlers,157563598,20000000,7.8781799,Crime,"STXfilms, Gloria Sanchez Productions, Nuyorican Productions",20190912,201909,2019
297,522681,Escape Room,155712077,9000000,17.30134188888889,Horror,"Columbia Pictures, Original Film",20190103,201901,2019
297,522681,Escape Room,155712077,9000000,17.30134188888889,Thriller,"Columbia Pictures, Original Film",20190103,201901,2019
297,522681,Escape Room,155712077,9000000,17.30134188888889,Mystery,"Columbia Pictures, Original Film",20190103,201901,2019
298,515195,Yesterday,154608856,26000000,5.946494461538461,Comedy,"Working Title Films, Working Title Films",20190626,201906,2019
298,515195,Yesterday,154608856,26000000,5.946494461538461,Fantasy,"Working Title Films, Working Title Films",20190626,201906,2019
298,515195,Yesterday,154608856,26000000,5.946494461538461,Music,"Working Title Films, Working Title Films",20190626,201906,2019
298,515195,Yesterday,154608856,26000000,5.946494461538461,Romance,"Working Title Films, Working Title Films",20190626,201906,2019
299,423204,Angel Has Fallen,146661977,40000000,3.666549425,Action,"Campbell Grobman Films, Eclectic Pictures, G-BASE, Millennium Media",20190821,201908,2019
299,423204,Angel Has Fallen,146661977,40000000,3.666549425,Thriller,"Campbell Grobman Films, Eclectic Pictures, G-BASE, Millennium Media",20190821,201908,2019
300,635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,523542183,15700000,33.34663585987261,Animation,"ufotable, Aniplex, Shueisha, TOHO",20201016,202010,2020
300,635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,523542183,15700000,33.34663585987261,Action,"ufotable, Aniplex, Shueisha, TOHO",20201016,202010,2020
300,635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,523542183,15700000,33.34663585987261,Fantasy,"ufotable, Aniplex, Shueisha, TOHO",20201016,202010,2020
300,635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,523542183,15700000,33.34663585987261,Thriller,"ufotable, Aniplex, Shueisha, TOHO",20201016,202010,2020
301,508935,The Eight Hundred,461421559,80000000,5.7677694875,War,"Beijing Diqi Yinxiang Entertainment, Huayi Brothers Pictures, Beijing Enlight Pictures, Tencent Pictures, South Australian Film Corporation, Huaxia Film Distribution",20200814,202008,2020
301,508935,The Eight Hundred,461421559,80000000,5.7677694875,History,"Beijing Diqi Yinxiang Entertainment, Huayi Brothers Pictures, Beijing Enlight Pictures, Tencent Pictures, South Australian Film Corporation, Huaxia Film Distribution",20200814,202008,2020
301,508935,The Eight Hundred,461421559,80000000,5.7677694875,Drama,"Beijing Diqi Yinxiang Entertainment, Huayi Brothers Pictures, Beijing Enlight Pictures, Tencent Pictures, South Australian Film Corporation, Huaxia Film Distribution",20200814,202008,2020
301,508935,The Eight Hundred,461421559,80000000,5.7677694875,Action,"Beijing Diqi Yinxiang Entertainment, Huayi Brothers Pictures, Beijing Enlight Pictures, Tencent Pictures, South Australian Film Corporation, Huaxia Film Distribution",20200814,202008,2020
302,715904,"Metallica: WorldWired Tour - Live in Manchester, England - June 18, 2019",426900000,0,,Music,,20200608,202006,2020
303,38700,Bad Boys for Life,426505244,90000000,4.738947155555556,Thriller,"Columbia Pictures, 2.0 Entertainment, Don Simpson/Jerry Bruckheimer Films, Overbrook Entertainment",20200115,202001,2020
303,38700,Bad Boys for Life,426505244,90000000,4.738947155555556,Action,"Columbia Pictures, 2.0 Entertainment, Don Simpson/Jerry Bruckheimer Films, Overbrook Entertainment",20200115,202001,2020
303,38700,Bad Boys for Life,426505244,90000000,4.738947155555556,Crime,"Columbia Pictures, 2.0 Entertainment, Don Simpson/Jerry Bruckheimer Films, Overbrook Entertainment",20200115,202001,2020
304,577922,Tenet,365304105,205000000,1.781971243902439,Action,"Warner Bros. Pictures, Syncopy",20200822,202008,2020
304,577922,Tenet,365304105,205000000,1.781971243902439,Thriller,"Warner Bros. Pictures, Syncopy",20200822,202008,2020
304,577922,Tenet,365304105,205000000,1.781971243902439,Science Fiction,"Warner Bros. Pictures, Syncopy",20200822,202008,2020
305,454626,Sonic the Hedgehog,319715683,85000000,3.761360976470588,Action,"Original Film, Blur Studio, Marza Animation Planet, Paramount Pictures, SEGA, SEGA of America",20200212,202002,2020
305,454626,Sonic the Hedgehog,319715683,85000000,3.761360976470588,Science Fiction,"Original Film, Blur Studio, Marza Animation Planet, Paramount Pictures, SEGA, SEGA of America",20200212,202002,2020
305,454626,Sonic the Hedgehog,319715683,85000000,3.761360976470588,Comedy,"Original Film, Blur Studio, Marza Animation Planet, Paramount Pictures, SEGA, SEGA of America",20200212,202002,2020
305,454626,Sonic the Hedgehog,319715683,85000000,3.761360976470588,Family,"Original Film, Blur Studio, Marza Animation Planet, Paramount Pictures, SEGA, SEGA of America",20200212,202002,2020
306,448119,Dolittle,251410631,175000000,1.4366321771428572,Family,"Universal Pictures, Team Downey, Perfect World Pictures, Roth-Kirschenbaum Films",20200102,202001,2020
306,448119,Dolittle,251410631,175000000,1.4366321771428572,Comedy,"Universal Pictures, Team Downey, Perfect World Pictures, Roth-Kirschenbaum Films",20200102,202001,2020
306,448119,Dolittle,251410631,175000000,1.4366321771428572,Fantasy,"Universal Pictures, Team Downey, Perfect World Pictures, Roth-Kirschenbaum Films",20200102,202001,2020
306,448119,Dolittle,251410631,175000000,1.4366321771428572,Adventure,"Universal Pictures, Team Downey, Perfect World Pictures, Roth-Kirschenbaum Films",20200102,202001,2020
307,526019,Like a Boss,26900000,29000000,0.9275862068965517,Comedy,"Artists First, Paramount Pictures",20200109,202001,2020
308,635389,Jiang Ziya,240656068,0,,Animation,"Beijing Enlight Pictures, Horgos Coloroom Pictures, Chengdu Coco Cartoon, One&All Animation Studio, CHARM ANIMATION",20201001,202010,2020
308,635389,Jiang Ziya,240656068,0,,Action,"Beijing Enlight Pictures, Horgos Coloroom Pictures, Chengdu Coco Cartoon, One&All Animation Studio, CHARM ANIMATION",20201001,202010,2020
308,635389,Jiang Ziya,240656068,0,,Fantasy,"Beijing Enlight Pictures, Horgos Coloroom Pictures, Chengdu Coco Cartoon, One&All Animation Studio, CHARM ANIMATION",20201001,202010,2020
308,635389,Jiang Ziya,240656068,0,,Adventure,"Beijing Enlight Pictures, Horgos Coloroom Pictures, Chengdu Coco Cartoon, One&All Animation Studio, CHARM ANIMATION",20201001,202010,2020
309,559974,Shock Wave 2,226400000,40000000,5.66,Action,"Universe Entertainment, Alibaba Pictures Group, Bona Film Group",20201224,202012,2020
309,559974,Shock Wave 2,226400000,40000000,5.66,Crime,"Universe Entertainment, Alibaba Pictures Group, Bona Film Group",20201224,202012,2020
309,559974,Shock Wave 2,226400000,40000000,5.66,Thriller,"Universe Entertainment, Alibaba Pictures Group, Bona Film Group",20201224,202012,2020
310,716815,A Little Red Flower,216000000,0,,Drama,"Lian Ray Pictures, China Film Group Corporation, Shanghai RuYi Entertainment",20201231,202012,2020
310,716815,A Little Red Flower,216000000,0,,Family,"Lian Ray Pictures, China Film Group Corporation, Shanghai RuYi Entertainment",20201231,202012,2020
311,529203,The Croods: A New Age,215905815,65000000,3.3216279230769232,Animation,DreamWorks Animation,20201125,202011,2020
311,529203,The Croods: A New Age,215905815,65000000,3.3216279230769232,Family,DreamWorks Animation,20201125,202011,2020
311,529203,The Croods: A New Age,215905815,65000000,3.3216279230769232,Adventure,DreamWorks Animation,20201125,202011,2020
311,529203,The Croods: A New Age,215905815,65000000,3.3216279230769232,Fantasy,DreamWorks Animation,20201125,202011,2020
311,529203,The Croods: A New Age,215905815,65000000,3.3216279230769232,Comedy,DreamWorks Animation,20201125,202011,2020
312,495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),205537933,75000000,2.740505773333333,Action,"Warner Bros. Pictures, DC Films, LuckyChap Entertainment, Clubhouse Pictures, Kroll & Co Entertainment",20200205,202002,2020
312,495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),205537933,75000000,2.740505773333333,Crime,"Warner Bros. Pictures, DC Films, LuckyChap Entertainment, Clubhouse Pictures, Kroll & Co Entertainment",20200205,202002,2020
313,464052,Wonder Woman 1984,169601036,200000000,0.84800518,Action,"Warner Bros. Pictures, The Stone Quarry, DC Films, Atlas Entertainment",20201216,202012,2020
313,464052,Wonder Woman 1984,169601036,200000000,0.84800518,Adventure,"Warner Bros. Pictures, The Stone Quarry, DC Films, Atlas Entertainment",20201216,202012,2020
313,464052,Wonder Woman 1984,169601036,200000000,0.84800518,Fantasy,"Warner Bros. Pictures, The Stone Quarry, DC Films, Atlas Entertainment",20201216,202012,2020
314,748685,The Sacrifice,161047608,0,,War,China Film Group Corporation,20201023,202010,2020
314,748685,The Sacrifice,161047608,0,,History,China Film Group Corporation,20201023,202010,2020
314,748685,The Sacrifice,161047608,0,,Action,China Film Group Corporation,20201023,202010,2020
314,748685,The Sacrifice,161047608,0,,Drama,China Film Group Corporation,20201023,202010,2020
315,570670,The Invisible Man,144492724,7000000,20.641817714285715,Thriller,"Blumhouse Productions, Goalpost Pictures, Nervous Tick Productions, Universal Pictures",20200226,202002,2020
315,570670,The Invisible Man,144492724,7000000,20.641817714285715,Science Fiction,"Blumhouse Productions, Goalpost Pictures, Nervous Tick Productions, Universal Pictures",20200226,202002,2020
315,570670,The Invisible Man,144492724,7000000,20.641817714285715,Horror,"Blumhouse Productions, Goalpost Pictures, Nervous Tick Productions, Universal Pictures",20200226,202002,2020
316,508439,Onward,141888276,200000000,0.70944138,Family,"Walt Disney Pictures, Pixar",20200229,202002,2020
316,508439,Onward,141888276,200000000,0.70944138,Comedy,"Walt Disney Pictures, Pixar",20200229,202002,2020
316,508439,Onward,141888276,200000000,0.70944138,Adventure,"Walt Disney Pictures, Pixar",20200229,202002,2020
316,508439,Onward,141888276,200000000,0.70944138,Animation,"Walt Disney Pictures, Pixar",20200229,202002,2020
316,508439,Onward,141888276,200000000,0.70944138,Fantasy,"Walt Disney Pictures, Pixar",20200229,202002,2020
317,508442,Soul,121977511,150000000,0.8131834066666667,Animation,Pixar,20201225,202012,2020
317,508442,Soul,121977511,150000000,0.8131834066666667,Family,Pixar,20201225,202012,2020
317,508442,Soul,121977511,150000000,0.8131834066666667,Comedy,Pixar,20201225,202012,2020
317,508442,Soul,121977511,150000000,0.8131834066666667,Fantasy,Pixar,20201225,202012,2020
317,508442,Soul,121977511,150000000,0.8131834066666667,Drama,Pixar,20201225,202012,2020
318,522627,The Gentlemen,115171795,22000000,5.235081590909091,Comedy,"Miramax, Toff Guy Films, Coach Films, STXfilms",20200101,202001,2020
318,522627,The Gentlemen,115171795,22000000,5.235081590909091,Crime,"Miramax, Toff Guy Films, Coach Films, STXfilms",20200101,202001,2020
319,481848,The Call of the Wild,111200000,109000000,1.0201834862385322,Adventure,"3 Arts Entertainment, 20th Century Studios, TSG Entertainment",20200219,202002,2020
319,481848,The Call of the Wild,111200000,109000000,1.0201834862385322,Family,"3 Arts Entertainment, 20th Century Studios, TSG Entertainment",20200219,202002,2020
319,481848,The Call of the Wild,111200000,109000000,1.0201834862385322,Drama,"3 Arts Entertainment, 20th Century Studios, TSG Entertainment",20200219,202002,2020
320,695297,Khobz Khabzteh,77000000,3000000,25.666666666666668,Comedy,,20200415,202004,2020
321,337401,Mulan,69965374,200000000,0.34982687,Adventure,"Walt Disney Pictures, Good Fear, Jason T. Reed Productions",20200904,202009,2020
321,337401,Mulan,69965374,200000000,0.34982687,Fantasy,"Walt Disney Pictures, Good Fear, Jason T. Reed Productions",20200904,202009,2020
321,337401,Mulan,69965374,200000000,0.34982687,Action,"Walt Disney Pictures, Good Fear, Jason T. Reed Productions",20200904,202009,2020
322,522241,The Courier,26000000,0,,Thriller,"SunnyMarch, 42, FilmNation Entertainment",20200124,202001,2020
322,522241,The Courier,26000000,0,,History,"SunnyMarch, 42, FilmNation Entertainment",20200124,202001,2020
322,522241,The Courier,26000000,0,,Drama,"SunnyMarch, 42, FilmNation Entertainment",20200124,202001,2020
323,757860,The Yin-Yang Master: Dream of Eternity,69000000,0,,Action,Hehe Pictures,20201224,202012,2020
323,757860,The Yin-Yang Master: Dream of Eternity,69000000,0,,Drama,Hehe Pictures,20201224,202012,2020
323,757860,The Yin-Yang Master: Dream of Eternity,69000000,0,,Fantasy,Hehe Pictures,20201224,202012,2020
323,757860,The Yin-Yang Master: Dream of Eternity,69000000,0,,Mystery,Hehe Pictures,20201224,202012,2020
323,757860,The Yin-Yang Master: Dream of Eternity,69000000,0,,Science Fiction,Hehe Pictures,20201224,202012,2020
324,1560572,The Arcana Imperium: The Whisper Agents,54800000,2500000,21.92,,AI Interscope Films,20200206,202002,2020
325,524047,Greenland,52300000,34000000,1.5382352941176471,Action,"STXfilms, Thunder Road, Anton, G-BASE, Riverstone Pictures",20200729,202007,2020
325,524047,Greenland,52300000,34000000,1.5382352941176471,Adventure,"STXfilms, Thunder Road, Anton, G-BASE, Riverstone Pictures",20200729,202007,2020
325,524047,Greenland,52300000,34000000,1.5382352941176471,Thriller,"STXfilms, Thunder Road, Anton, G-BASE, Riverstone Pictures",20200729,202007,2020
325,524047,Greenland,52300000,34000000,1.5382352941176471,Science Fiction,"STXfilms, Thunder Road, Anton, G-BASE, Riverstone Pictures",20200729,202007,2020
326,593402,Tolo Tolo,52186426,20000000,2.6093213,Comedy,"Taodue Film, Medusa Film, Sky Cinema",20200101,202001,2020
326,593402,Tolo Tolo,52186426,20000000,2.6093213,Drama,"Taodue Film, Medusa Film, Sky Cinema",20200101,202001,2020
326,593402,Tolo Tolo,52186426,20000000,2.6093213,Family,"Taodue Film, Medusa Film, Sky Cinema",20200101,202001,2020
327,604822,Vanguard,50866901,0,,Action,"China Film International, China Film Group Corporation, Epitome Capital, Shanghai Lix Entertainment, Shenzhen Media Film & Television, Tencent Pictures, One Cool Films, India Film Services, Huayu International Entertainment, JP Media Limited, Dexter Studios, Golden Network Asia, Taurus Film",20200122,202001,2020
327,604822,Vanguard,50866901,0,,Adventure,"China Film International, China Film Group Corporation, Epitome Capital, Shanghai Lix Entertainment, Shenzhen Media Film & Television, Tencent Pictures, One Cool Films, India Film Services, Huayu International Entertainment, JP Media Limited, Dexter Studios, Golden Network Asia, Taurus Film",20200122,202001,2020
327,604822,Vanguard,50866901,0,,Comedy,"China Film International, China Film Group Corporation, Epitome Capital, Shanghai Lix Entertainment, Shenzhen Media Film & Television, Tencent Pictures, One Cool Films, India Film Services, Huayu International Entertainment, JP Media Limited, Dexter Studios, Golden Network Asia, Taurus Film",20200122,202001,2020
327,604822,Vanguard,50866901,0,,Crime,"China Film International, China Film Group Corporation, Epitome Capital, Shanghai Lix Entertainment, Shenzhen Media Film & Television, Tencent Pictures, One Cool Films, India Film Services, Huayu International Entertainment, JP Media Limited, Dexter Studios, Golden Network Asia, Taurus Film",20200122,202001,2020
327,604822,Vanguard,50866901,0,,Thriller,"China Film International, China Film Group Corporation, Epitome Capital, Shanghai Lix Entertainment, Shenzhen Media Film & Television, Tencent Pictures, One Cool Films, India Film Services, Huayu International Entertainment, JP Media Limited, Dexter Studios, Golden Network Asia, Taurus Film",20200122,202001,2020
328,539537,Fantasy Island,49500000,7000000,7.071428571428571,Adventure,"Blumhouse Productions, Columbia Pictures, Tower of Babble Entertainment",20200212,202002,2020
328,539537,Fantasy Island,49500000,7000000,7.071428571428571,Fantasy,"Blumhouse Productions, Columbia Pictures, Tower of Babble Entertainment",20200212,202002,2020
328,539537,Fantasy Island,49500000,7000000,7.071428571428571,Horror,"Blumhouse Productions, Columbia Pictures, Tower of Babble Entertainment",20200212,202002,2020
328,539537,Fantasy Island,49500000,7000000,7.071428571428571,Mystery,"Blumhouse Productions, Columbia Pictures, Tower of Babble Entertainment",20200212,202002,2020
329,446893,Trolls World Tour,49276818,90000000,0.5475202,Family,"DreamWorks Animation, dentsu, Universal Pictures",20200311,202003,2020
329,446893,Trolls World Tour,49276818,90000000,0.5475202,Animation,"DreamWorks Animation, dentsu, Universal Pictures",20200311,202003,2020
329,446893,Trolls World Tour,49276818,90000000,0.5475202,Comedy,"DreamWorks Animation, dentsu, Universal Pictures",20200311,202003,2020
329,446893,Trolls World Tour,49276818,90000000,0.5475202,Fantasy,"DreamWorks Animation, dentsu, Universal Pictures",20200311,202003,2020
329,446893,Trolls World Tour,49276818,90000000,0.5475202,Adventure,"DreamWorks Animation, dentsu, Universal Pictures",20200311,202003,2020
329,446893,Trolls World Tour,49276818,90000000,0.5475202,Music,"DreamWorks Animation, dentsu, Universal Pictures",20200311,202003,2020
330,340102,The New Mutants,49169594,67000000,0.7338745373134329,Science Fiction,"20th Century Studios, Genre Films, Sunswept Entertainment, Marvel Entertainment",20200402,202004,2020
330,340102,The New Mutants,49169594,67000000,0.7338745373134329,Horror,"20th Century Studios, Genre Films, Sunswept Entertainment, Marvel Entertainment",20200402,202004,2020
330,340102,The New Mutants,49169594,67000000,0.7338745373134329,Action,"20th Century Studios, Genre Films, Sunswept Entertainment, Marvel Entertainment",20200402,202004,2020
331,584850,Tanhaji: The Unsung Warrior,48375000,16440000,2.9425182481751824,Action,"T-Series, Viacom18 Studios, Ajay Devgn FFilms",20200110,202001,2020
331,584850,Tanhaji: The Unsung Warrior,48375000,16440000,2.9425182481751824,Drama,"T-Series, Viacom18 Studios, Ajay Devgn FFilms",20200110,202001,2020
331,584850,Tanhaji: The Unsung Warrior,48375000,16440000,2.9425182481751824,History,"T-Series, Viacom18 Studios, Ajay Devgn FFilms",20200110,202001,2020
332,613504,After We Collided,47990414,14000000,3.427886714285714,Romance,"Voltage Pictures, Offspring Entertainment, Frayed Pages Entertainment, Wattpad",20200902,202009,2020
332,613504,After We Collided,47990414,14000000,3.427886714285714,Drama,"Voltage Pictures, Offspring Entertainment, Frayed Pages Entertainment, Wattpad",20200902,202009,2020
333,607313,Sarileru Neekevvaru,46892742,11000000,4.262976545454546,Action,"G. Mahesh Babu Entertainment Pvt. Ltd, AK Entertainments",20200110,202001,2020
334,425001,The War with Grandpa,43387445,18000000,2.410413611111111,Comedy,"Marro Films, EFO Films, Tri G, West Madison Entertainment",20200827,202008,2020
334,425001,The War with Grandpa,43387445,18000000,2.410413611111111,Family,"Marro Films, EFO Films, Tri G, West Madison Entertainment",20200827,202008,2020
335,581392,Peninsula,42698327,17000000,2.511666294117647,Horror,"Next Entertainment World, RedPeter Films, Contents Panda, Union Investment Partners, Michigan Venture Capital",20200715,202007,2020
335,581392,Peninsula,42698327,17000000,2.511666294117647,Action,"Next Entertainment World, RedPeter Films, Contents Panda, Union Investment Partners, Michigan Venture Capital",20200715,202007,2020
335,581392,Peninsula,42698327,17000000,2.511666294117647,Thriller,"Next Entertainment World, RedPeter Films, Contents Panda, Union Investment Partners, Michigan Venture Capital",20200715,202007,2020
335,581392,Peninsula,42698327,17000000,2.511666294117647,Adventure,"Next Entertainment World, RedPeter Films, Contents Panda, Union Investment Partners, Michigan Venture Capital",20200715,202007,2020
336,458576,Monster Hunter,42145959,60000000,0.70243265,Action,"Capcom, Constantin Film, Tencent Pictures, TOHO, AB² Digital Pictures",20201203,202012,2020
336,458576,Monster Hunter,42145959,60000000,0.70243265,Fantasy,"Capcom, Constantin Film, Tencent Pictures, TOHO, AB² Digital Pictures",20201203,202012,2020
336,458576,Monster Hunter,42145959,60000000,0.70243265,Adventure,"Capcom, Constantin Film, Tencent Pictures, TOHO, AB² Digital Pictures",20201203,202012,2020
337,443791,Underwater,40882928,50000000,0.81765856,Horror,"Chernin Entertainment, 20th Century Fox, TSG Entertainment",20200108,202001,2020
337,443791,Underwater,40882928,50000000,0.81765856,Science Fiction,"Chernin Entertainment, 20th Century Fox, TSG Entertainment",20200108,202001,2020
337,443791,Underwater,40882928,50000000,0.81765856,Action,"Chernin Entertainment, 20th Century Fox, TSG Entertainment",20200108,202001,2020
337,443791,Underwater,40882928,50000000,0.81765856,Adventure,"Chernin Entertainment, 20th Century Fox, TSG Entertainment",20200108,202001,2020
338,338762,Bloodshot,39861118,42000000,0.949074238095238,Action,"Cross Creek Pictures, Original Film, Columbia Pictures, Bona Film Group, The Hideaway Entertainment",20200305,202003,2020
338,338762,Bloodshot,39861118,42000000,0.949074238095238,Science Fiction,"Cross Creek Pictures, Original Film, Columbia Pictures, Bona Film Group, The Hideaway Entertainment",20200305,202003,2020
338,338762,Bloodshot,39861118,42000000,0.949074238095238,Adventure,"Cross Creek Pictures, Original Film, Columbia Pictures, Bona Film Group, The Hideaway Entertainment",20200305,202003,2020
339,625568,Unhinged,39238300,33000000,1.189039393939394,Action,"Solstice Studios, Burek Films, Ingenious Media, Altitude Film Entertainment",20200716,202007,2020
339,625568,Unhinged,39238300,33000000,1.189039393939394,Thriller,"Solstice Studios, Burek Films, Ingenious Media, Altitude Film Entertainment",20200716,202007,2020
339,625568,Unhinged,39238300,33000000,1.189039393939394,Horror,"Solstice Studios, Burek Films, Ingenious Media, Altitude Film Entertainment",20200716,202007,2020
340,657350,The Confidence Man JP – Episode of the Princess –,35762324,0,,Comedy,"TOHO, Fuji Television Network, FILM, Okinawa Television Broadcasting, Kagoshima Television Station, Miyazaki Telecasting, Television Oita System, Kumamoto Kenmin Televisions, Television Nagasaki, Saga Television Station, Television Nishinippon Corporation, Kochi Sun Sun Broadcasting, Ehime Broadcasting, Television Shin-Hiroshima System, Okayama Broadcasting, San-in Chuo Television Broadcasting, Kansai Television, Tokai Television Broadcasting, Fukui Television Broadcasting, Ishikawa Television Broadcasting, Toyama Television, Shizuoka Telecasting, Nagano Broadcasting System, Niigata Sogo Television, Fukushima Television Broadcasting, Sakuranbo Television Broadcasting Corporation, Akita Television, Sendai Television, Iwate Menkoi Television, Hokkaido Cultural Broadcasting",20200723,202007,2020
340,657350,The Confidence Man JP – Episode of the Princess –,35762324,0,,Mystery,"TOHO, Fuji Television Network, FILM, Okinawa Television Broadcasting, Kagoshima Television Station, Miyazaki Telecasting, Television Oita System, Kumamoto Kenmin Televisions, Television Nagasaki, Saga Television Station, Television Nishinippon Corporation, Kochi Sun Sun Broadcasting, Ehime Broadcasting, Television Shin-Hiroshima System, Okayama Broadcasting, San-in Chuo Television Broadcasting, Kansai Television, Tokai Television Broadcasting, Fukui Television Broadcasting, Ishikawa Television Broadcasting, Toyama Television, Shizuoka Telecasting, Nagano Broadcasting System, Niigata Sogo Television, Fukushima Television Broadcasting, Sakuranbo Television Broadcasting Corporation, Akita Television, Sendai Television, Iwate Menkoi Television, Hokkaido Cultural Broadcasting",20200723,202007,2020
341,581526,Deliver Us from Evil,34662454,12000000,2.8885378333333334,Crime,"Hive Media Corp, CJ Entertainment",20200805,202008,2020
341,581526,Deliver Us from Evil,34662454,12000000,2.8885378333333334,Action,"Hive Media Corp, CJ Entertainment",20200805,202008,2020
341,581526,Deliver Us from Evil,34662454,12000000,2.8885378333333334,Drama,"Hive Media Corp, CJ Entertainment",20200805,202008,2020
342,682153,Doraemon: Nobita's New Dinosaur,34218525,0,,Animation,"Fujiko Productions, Shin-Ei Animation, Shogakukan, TV Asahi, ADK Emotions, Shogakukan-Shueisha Productions",20200807,202008,2020
342,682153,Doraemon: Nobita's New Dinosaur,34218525,0,,Adventure,"Fujiko Productions, Shin-Ei Animation, Shogakukan, TV Asahi, ADK Emotions, Shogakukan-Shueisha Productions",20200807,202008,2020
342,682153,Doraemon: Nobita's New Dinosaur,34218525,0,,Family,"Fujiko Productions, Shin-Ei Animation, Shogakukan, TV Asahi, ADK Emotions, Shogakukan-Shueisha Productions",20200807,202008,2020
342,682153,Doraemon: Nobita's New Dinosaur,34218525,0,,Fantasy,"Fujiko Productions, Shin-Ei Animation, Shogakukan, TV Asahi, ADK Emotions, Shogakukan-Shueisha Productions",20200807,202008,2020
342,682153,Doraemon: Nobita's New Dinosaur,34218525,0,,Science Fiction,"Fujiko Productions, Shin-Ei Animation, Shogakukan, TV Asahi, ADK Emotions, Shogakukan-Shueisha Productions",20200807,202008,2020
342,682153,Doraemon: Nobita's New Dinosaur,34218525,0,,Comedy,"Fujiko Productions, Shin-Ei Animation, Shogakukan, TV Asahi, ADK Emotions, Shogakukan-Shueisha Productions",20200807,202008,2020
343,1537866,다만 악에서 구하소서 파이널컷,34000000,11000000,3.090909090909091,,,20201028,202010,2020
344,628241,Ala Vaikunthapurramuloo,34000000,11450000,2.96943231441048,Action,"Geetha Arts, Haarika & Hassine Creations",20200112,202001,2020
344,628241,Ala Vaikunthapurramuloo,34000000,11450000,2.96943231441048,Comedy,"Geetha Arts, Haarika & Hassine Creations",20200112,202001,2020
344,628241,Ala Vaikunthapurramuloo,34000000,11450000,2.96943231441048,Drama,"Geetha Arts, Haarika & Hassine Creations",20200112,202001,2020
345,514207,Invasion,32104054,8819200,3.6402456005079826,Science Fiction,"Cinema Foundation of Russia, Art Pictures Studio, Vodorod Film Company",20200227,202002,2020
345,514207,Invasion,32104054,8819200,3.6402456005079826,Drama,"Cinema Foundation of Russia, Art Pictures Studio, Vodorod Film Company",20200227,202002,2020
345,514207,Invasion,32104054,8819200,3.6402456005079826,Action,"Cinema Foundation of Russia, Art Pictures Studio, Vodorod Film Company",20200227,202002,2020
346,553604,Honest Thief,31220247,0,,Thriller,"The Solution, Dreadnought Films, Zero Gravity Management, Argonaut Entertainment Partners, Honest Thief Productions, Ingenious Media, J Cubed Film Finance, Samuel Marshall Productions, Sprockefeller Pictures, Open Road Films",20200903,202009,2020
346,553604,Honest Thief,31220247,0,,Action,"The Solution, Dreadnought Films, Zero Gravity Management, Argonaut Entertainment Partners, Honest Thief Productions, Ingenious Media, J Cubed Film Finance, Samuel Marshall Productions, Sprockefeller Pictures, Open Road Films",20200903,202009,2020
346,553604,Honest Thief,31220247,0,,Crime,"The Solution, Dreadnought Films, Zero Gravity Management, Argonaut Entertainment Partners, Honest Thief Productions, Ingenious Media, J Cubed Film Finance, Samuel Marshall Productions, Sprockefeller Pictures, Open Road Films",20200903,202009,2020
347,531219,Roald Dahl's The Witches,29303571,0,,Comedy,"ImageMovers, Warner Bros. Pictures, Necropia Entertainment, Esperanto Filmoj, The Roald Dahl Story Company",20201026,202010,2020
347,531219,Roald Dahl's The Witches,29303571,0,,Fantasy,"ImageMovers, Warner Bros. Pictures, Necropia Entertainment, Esperanto Filmoj, The Roald Dahl Story Company",20201026,202010,2020
347,531219,Roald Dahl's The Witches,29303571,0,,Family,"ImageMovers, Warner Bros. Pictures, Necropia Entertainment, Esperanto Filmoj, The Roald Dahl Story Company",20201026,202010,2020
347,531219,Roald Dahl's The Witches,29303571,0,,Horror,"ImageMovers, Warner Bros. Pictures, Necropia Entertainment, Esperanto Filmoj, The Roald Dahl Story Company",20201026,202010,2020
348,385103,Scoob!,28600000,90000000,0.31777777777777777,Animation,"Warner Animation Group, Warner Bros. Pictures, Atlas Entertainment, 1492 Pictures, Reel FX Creative Studios",20200708,202007,2020
